Ticker,Sector,ROE,Net Profit Margin,Debt to Equity,PE ratio,Revenue Growth,2015 PRICE VAR [%],Class
CCIH,Technology,-0.0082,-0.0049,0.1354,0.0,0.2288,-11.587982393452473,0
NEWR,Technology,0.6221,-0.6367,0.0,0.0,1.1297,-0.1096816950602025,0
VCRA,Technology,-0.2579,-0.2965,0.0,0.0,-0.069,17.195004688669762,1
QLYS,Technology,0.1992,0.2264,0.0,41.0326,0.2373,-11.310643434401165,0
WIFI,Technology,-0.1544,-0.1636,0.0331,0.0,0.1176,-12.664908282447634,0
PLT,Technology,0.1609,0.1373,0.0,16.7736,0.074,-8.652383542948304,0
OMCL,Technology,0.0782,0.0692,0.0,38.5116,0.1585,-3.4782633934669405,0
NICE,Technology,0.0849,0.1182,0.0,29.1092,0.0614,15.416191581697,1
CAMP,Technology,0.3796,0.2471,0.0399,94.2353,0.3064,8.610353628665736,1
ZIXI,Technology,0.0729,0.0815,0.0,51.4286,0.0459,43.098591322275496,1
AOSL,Technology,0.1814,-0.0098,0.0247,4.2623,-0.0572,3.9592694768557055,1
SILC,Technology,0.145,0.1931,0.0,17.3094,0.0317,-7.24091571959586,0
QTWO,Technology,-0.2487,-0.2481,0.0073,0.0,0.3914,39.59767967850724,1
CALX,Technology,-0.0764,-0.0519,0.0,0.0,0.0486,-21.37862431959007,0
PLAB,Technology,0.0414,0.0571,0.2264,21.2857,0.079,52.38677714814264,1
AGYS,Technology,0.1287,0.1688,0.0025,17.4026,0.0772,-19.43548323832737,0
SYKE,Technology,0.0878,0.0435,0.1139,17.2574,0.0507,31.820129266773527,1
FENG,Technology,0.1533,0.1606,0.0,14.6226,0.126,-28.333331407487268,0
INTT,Technology,0.1001,0.0823,0.0,12.8788,0.0601,0.7142907421607401,1
NSIT,Technology,0.1049,0.0142,0.0878,14.0707,0.0334,0.2794475221751176,1
SEAC,Technology,-0.0148,-0.0207,0.0,0.0,-0.0691,7.496009435748018,1
RVLT,Technology,-0.067,-0.0674,0.1544,0.0,1.9486,-42.446041585964544,0
INAP,Technology,-0.2627,-0.1179,2.3883,0.0,0.1822,-20.09987624855729,0
LFUS,Technology,0.1348,0.1151,0.2683,22.777,0.1242,13.155746411350744,1
CYBR,Technology,0.0642,0.0966,0.0,86.1957,0.5569,16.100818285899976,1
MPWR,Technology,0.1025,0.1256,0.0,54.0652,0.1867,32.978360830485514,1
ITRN,Technology,0.3355,0.1671,0.0,15.2,0.0703,-9.547292084426662,0
DQ,Technology,0.0805,0.0912,1.3836,13.17,0.675,-34.62897500040251,0
TYL,Technology,0.1749,0.1195,0.0,61.1397,0.1835,61.63190522997302,1
SLP,Technology,0.196,0.264,0.0,35.1053,0.138,50.7398025071177,1
DAKT,Technology,0.1093,0.0402,0.0181,24.8269,0.0649,-25.121925788112765,0
ARC,Technology,0.0708,0.0172,1.9838,63.875,0.0407,-55.7557539783685,0
GIB,Technology,0.1723,0.0819,0.5372,13.5568,-0.0381,5.620045297263544,1
FLDM,Technology,-0.3512,-0.4536,1.2994,0.0,0.636,-67.83695262329951,0
TECD,Technology,0.0857,0.0067,0.1895,11.3996,0.0577,6.720251509979208,1
CYOU,Technology,-0.0038,-0.0045,0.4155,0.0,0.0236,-7.971816921651106,0
IPGP,Technology,0.1915,0.2604,0.034,19.4597,0.188,20.519058686624238,1
NTGR,Technology,0.0122,0.0063,0.0,88.288,0.0174,17.85714810671927,1
RDWR,Technology,0.0748,0.1124,0.0,40.0364,0.1497,-29.53605957726426,0
OSIS,Technology,0.09,0.0528,0.07,27.8125,0.1305,25.79455085026935,1
TDY,Technology,0.1525,0.0909,0.494,17.8313,0.0237,-13.175417219429324,0
MNDO,Technology,0.2447,0.2191,0.0,13.5517,0.3539,-30.66603713939976,0
MEI,Technology,0.2452,0.1244,0.1225,11.419,0.4867,-11.300654040728372,0
GLOB,Technology,0.1982,0.1266,0.0203,19.284,0.2607,141.99998917118194,1
EMKR,Technology,0.0432,0.0874,0.236,35.5625,-0.0895,16.098482956721426,1
MTBC,Technology,-0.3149,-0.2464,0.1627,0.0,0.7477,-56.20437797419563,0
CRNT,Technology,-0.7315,-0.2061,0.4869,0.0,0.0258,18.62745693856514,1
CPSI,Technology,0.4075,0.1608,0.0,20.6633,0.0193,-12.957559414210056,0
FARO,Technology,0.0979,0.0984,0.0,32.1436,0.1715,-52.01560429436193,0
CMTL,Technology,0.0634,0.0724,0.0,21.3924,0.0855,-33.719605974108205,0
CCMP,Technology,0.1364,0.1195,0.4645,19.5519,-0.0195,-6.492951256004707,0
AVX,Technology,0.062,0.0881,0.0,17.5733,0.0199,-9.735990046262009,0
PDFS,Technology,0.1141,0.1843,0.0,24.7667,-0.0127,-26.00682297031085,0
CRCM,Technology,-0.6802,-0.7252,0.0,0.0,0.3586,-8.789809752905411,0
APPF,Technology,0.1675,-0.1808,0.0,0.0,0.7961,3.693185089356168,1
KE,Technology,0.0975,0.0332,0.0,0.0238,0.0546,-3.34212944824698,0
ASYS,Technology,-0.2366,-0.2309,0.0,0.0,0.6237,-39.04576485048207,0
VICR,Technology,-0.1087,-0.0615,0.0,0.0,0.1334,-22.907861839596663,0
CW,Technology,0.0767,0.0505,0.6455,29.911,0.059,-1.475243070522185,0
UEIC,Technology,0.1031,0.0579,0.0,31.568,0.0623,-19.400409336003165,0
AUTO,Technology,0.0493,0.0321,0.2599,28.6842,0.3563,105.09090423583984,1
EMAN,Technology,-0.2495,-0.2044,0.0,0.0,-0.0813,-41.666669978035685,0
CYBE,Technology,-0.0397,-0.032,0.0,0.0,0.3956,-17.83029268990743,0
ITI,Technology,0.0245,0.0207,0.0,49.5,0.1061,25.730996924260968,1
MRIN,Technology,-0.3126,-0.3339,0.0302,0.0,0.2851,-58.17756970671904,0
QUIK,Technology,-0.3677,-0.4697,0.0398,0.0,0.068,-65.44342482163081,0
PKE,Technology,-0.2111,-0.2554,0.5186,0.0,-0.0604,-33.268942742150145,0
ECOM,Technology,-0.3686,-0.4065,0.0215,0.0,0.2485,-35.70102231757193,0
INPX,Technology,-0.2445,-0.1197,0.1556,0.0,0.2447,-72.05882352941177,0
LN,Technology,0.3367,0.0485,2.0742,0.249,0.9215,-20.0000029802322,0
HSTM,Technology,0.0619,0.0609,0.0,77.5789,0.2904,-23.237959474736552,0
KVHI,Technology,0.0004,0.0002,0.6082,0.0,0.0635,-24.0322551121944,0
TTGT,Technology,0.0262,0.0384,0.0,94.75,0.2001,-26.19485617180232,0
CNXN,Technology,0.1206,0.0173,0.0,15.0613,0.1088,-4.331828864783248,0
TCX,Technology,0.1788,0.0435,0.0,34.0526,0.1276,10.70304812532942,1
NTIP,Technology,0.0656,0.1435,0.0,31.4286,0.5354,-9.13044033569199,0
FICO,Technology,0.2087,0.1203,1.2009999999999998,19.6786,0.0613,30.616334441703,1
CEVA,Technology,-0.0046,-0.0161,0.0,0.0,0.039,28.989507581789542,1
POWI,Technology,0.1383,0.1707,0.0,26.0,0.0049,-4.963917673116755,0
MIXT,Technology,0.0907,0.1192,0.0189,21.7514,-0.0539,-31.667952665079017,0
LPTH,Technology,-0.0429,-0.0265,0.0243,0.0,0.0043,217.9775246284387,1
CAMT,Technology,0.0508,0.0378,0.0,27.3636,0.034,-28.618433135128345,0
PLUS,Technology,0.1324,0.0334,0.0134,12.644,0.0757,36.704779342525576,1
RFIL,Technology,0.0557,0.0623,0.0,25.1667,-0.3689,15.941434289176495,1
PRFT,Technology,0.076,0.0507,0.1772,25.5205,0.2233,-7.659115459399402,0
AMSC,Technology,-0.5011,-0.6688,0.1124,0.0,-0.0378,-22.317072759420643,0
NVMI,Technology,0.1299,0.1546,0.0,15.2794,0.0817,-5.222436691336763,0
ALLT,Technology,-0.0143,-0.0213,0.0,0.0,0.2138,-36.6013074271904,0
KBAL,Technology,0.0758,0.0615,0.0007,14.8322,0.0876,9.348856267718263,1
PRCP,Technology,0.0387,0.0407,0.0,47.2222,-0.0209,-23.09970509528505,0
AMOT,Technology,0.2477,0.0555,1.3377,15.5855,0.9895,14.072713308544484,1
NTWK,Technology,-0.1813,-0.3121,0.1169,0.0,-0.2701,85.20286689517674,1
TNAV,Technology,-0.1534,-0.1964,0.0,0.0,-0.2163,-14.5645617479791,0
ALOT,Technology,0.0482,0.0468,0.0,31.7674,0.1203,-6.6902977056348005,0
PCYG,Technology,-0.2345,-0.2088,0.1741,0.0,0.0539,32.77591407873096,1
RNET,Technology,0.1102,0.0474,0.6067,45.5889,0.496,-48.95139117392159,0
PCOM,Technology,0.1136,0.0184,0.0,42.6333,0.26,-28.96296183268229,0
DAIO,Technology,0.0792,0.0501,0.0,24.1429,0.1713,-25.22254995541502,0
MTSC,Technology,0.1627,0.0744,0.2324,24.8152,-0.009,-11.09745619975751,0
CTG,Technology,0.0933,0.0263,0.0,14.0147,-0.0615,-24.74276484821413,0
VPG,Technology,0.0154,0.0123,0.1144,78.0,0.0479,-34.71741871273988,0
MSN,Technology,0.0175,0.0169,0.0,41.6,-0.3938,-4.8076878990645735,0
NVEC,Technology,0.1074,0.4294,0.0,24.8,-0.0406,-12.831356998557933,0
PCTI,Technology,0.0399,0.043,0.0,34.64,0.0279,-46.18452303731277,0
SPNS,Technology,0.0814,0.0919,0.0,23.7742,0.163,43.4667502080141,1
CPST,Technology,-0.4768,-0.1221,0.4069,0.0,0.0435,-90.54054054054052,0
ELSE,Technology,0.0949,0.1554,0.0669,12.2188,0.0764,-8.439901659350591,0
EVOL,Technology,0.1647,0.1889,0.0004,19.5208,0.1828,-36.990194458893136,0
IPDN,Technology,-0.0682,-0.3142,0.0343,0.0,1.8859,-88.6363638826638,0
LORL,Technology,-0.1471,0.0,0.0,0.0,0.0,-47.87452000019928,0
PAR,Technology,-0.0525,-0.0168,0.1545,0.0,-0.0975,12.730322539214669,1
QUMU,Technology,-0.1462,-0.3213,0.0,0.0,0.4953,-80.33381646835015,0
RELL,Technology,-0.0029,-0.0037,0.0,0.0,-0.022,-41.83483665370572,0
SPRT,Technology,-0.0364,-0.042,0.0,0.0,-0.0587,-50.97087233719879,0
WSTL,Technology,0.0314,0.0429,0.0,52.7143,1.6302,-14.285716602707234,0
WIRE,Technology,0.0753,0.0318,0.0,20.8547,0.0075,1.086750920472091,1
APWC,Technology,0.0068,0.0023,0.3559,37.2857,-0.0203,-41.1538381863564,0
AWRE,Technology,0.0875,0.1932,0.0,22.7,0.2254,-27.55555576748318,0
BDR,Technology,-0.0657,-0.031,0.3757,0.0,0.0452,-82.97872245986301,0
BNSO,Technology,-0.0208,-0.0071,0.5551,0.0,0.0302,-3.597118908694688,0
CTS,Technology,0.0915,0.0656,0.2588,22.5696,-0.0133,2.4989106877741056,1
ESP,Technology,0.0394,0.043,0.0,48.3077,-0.2088,7.441534862648702,1
IIN,Technology,0.1396,0.0335,0.4044,17.6154,0.2669,11.634756499136008,1
MGIC,Technology,0.0839,0.0945,0.0181,16.5278,0.1335,-3.9017429445877134,0
OIIM,Technology,-0.1404,-0.2368,0.0,0.0,-0.1382,-41.49377940227772,0
PERI,Technology,0.1741,0.1102,0.1626,6.9841,0.1942,-19.69026544004649,0
PPSI,Technology,-0.0087,-0.0029,0.6124,0.0,0.0457,-57.68612598597508,0
SGOC,Technology,-0.0269,-0.0529,0.0012,0.0,-0.7849,-47.29729990962648,0
SMIT,Technology,-0.0561,-0.0445,0.0,0.0,-0.0255,-10.702338870305796,0
STRM,Technology,-0.3973,-0.4112,0.3158,0.0,0.1989,-65.18518764895272,0
TESS,Technology,0.1415,0.0289999999999999,0.0214,18.8687,-0.2558,-28.05734828351512,0
VJET,Technology,-0.0608,-0.268,0.0491,0.0,0.2171,-45.57576035008285,0
WYY,Technology,-0.2284,-0.1576,0.1023,0.0,0.1386,-49.64028810913054,0
PLPC,Technology,0.0529,0.0331,0.1386,22.8577,-0.0527,-20.86192198322705,0
AMSWA,Technology,0.1116,0.1027,0.0,26.0541,0.0013,19.5240614954976,1
MIND,Technology,0.0279999999999999,0.0518,0.1302,40.8108,-0.1201,-48.54700787123669,0
ICAD,Technology,-0.0161,-0.023,0.1858,0.0,0.3283,-43.98699531201373,0
GRVY,Technology,-0.4331,-0.5241,0.0,0.0,-0.1952,-31.8965479146852,0
MLAB,Technology,0.1399,0.1707,0.2565,34.5785,0.1354,25.152064803921014,1
SGMA,Technology,0.0527,0.0131,0.5327,13.9459,0.1212,13.746228700612958,1
AEY,Technology,-0.0002,-0.0002,0.1543,0.0,0.2515,-24.583338714307995,0
AUDC,Technology,-0.0006,-0.0006,0.0732,0.0,0.1045,-14.660836312516809,0
AVNW,Technology,-0.4567,-0.1477,0.0536,0.0,-0.2658,-49.34210588231973,0
BELFA,Technology,0.0384,0.0177,1.0372,34.7826,0.3949,-33.4619966573045,0
BLIN,Technology,-0.3118,-0.2618,0.3778,0.0,-0.0314,-53.47826086956522,0
BSQR,Technology,0.0821,0.0244,0.0,22.75,0.0413,34.734517218727,1
BVSN,Technology,-0.2662,-0.6979,0.0,0.0,-0.1291,-1.639342724524056,0
CCUR,Technology,0.4574,0.26,0.0,3.5865,0.1218,-25.457049110185512,0
CLFD,Technology,0.1162,0.0936,0.0,30.3095,0.0879,6.767511141702255,1
CLRO,Technology,0.0736,0.0966,0.0,16.0164,0.1677,34.55761857232122,1
CPAH,Technology,-0.3922,-0.5063,0.0,0.0,-0.2335,-54.56140349409551,0
CPSH,Technology,0.0979,0.0433,0.0,34.5,0.0809,-4.838705211722626,0
CSPI,Technology,0.0603,0.0152,0.0,21.5405,-0.0342,-1.9631654040758,0
CUI,Technology,-0.0425,-0.0368,0.1367,0.0,0.2538,-3.030306612851063,0
CYRN,Technology,-0.2259,-0.2198,0.1578,0.0,-0.01,-0.5847947508874469,0
DYSL,Technology,0.1441,0.049,0.5057,11.9231,-0.0104,34.55882526959926,1
DZSI,Technology,0.0535,0.0132,0.2912,44.25,0.1403,-42.85714285714285,0
EFOI,Technology,-0.5981,-0.2575,0.0535,0.0,1.409,177.77778848119362,1
ELTK,Technology,-0.2863,-0.0572,0.49,0.0,-0.0718,9.482753376048077,1
EXFO,Technology,0.0011,0.0011,0.0,0.0,-0.0468,-21.93732145352193,0
FEIM,Technology,0.0457,0.0565,0.1143,22.5532,0.038,-7.1678297631261305,0
FORTY,Technology,0.2489,0.127,0.4764,3.8103,-0.2004,27.72062402181047,1
FTEO,Technology,-0.1245,-0.1069,0.2031,0.0,-0.1854,12.541128033617689,1
GIGM,Technology,-0.0652,-0.5272,0.2359,0.0,-0.3495,232.96702022699927,1
GILT,Technology,-0.0066,-0.0064,0.2075,0.0,0.0011,-26.94736788704564,0
GSB,Technology,0.1453,0.113,0.0,14.8,0.0999,73.54476645706048,1
GSIT,Technology,-0.0482,-0.1057,0.0,0.0,-0.1126,-25.59999942779541,0
GVP,Technology,-0.3223,-0.1953,0.0149,0.0,-0.2108,53.84616560249447,1
HURC,Technology,0.092,0.0681,0.0199,16.6797,0.153,-20.81910518299824,0
IEC,Technology,-0.8659,-0.1247,1.8033,0.0,-0.1427,-33.604886114579216,0
INOD,Technology,-0.0231,-0.0165,0.1694,0.0,-0.0805,-3.716220678945224,0
INVE,Technology,-0.3717,-0.2189999999999999,0.2912,0.0,0.0938,-86.53585896150284,0
IZEA,Technology,0.7475,0.3826,0.0145,4.5902,0.2558,36.78571389037735,1
JCS,Technology,0.0228,0.0165,0.0073,45.6522,-0.0933,-22.254694545289297,0
KOSS,Technology,-0.3644,-0.2329,0.0,0.0,-0.3334,10.497241062266768,1
KTCC,Technology,0.0735,0.0249,0.0758,14.5556,-0.1541,-9.523806550335047,0
LGL,Technology,-0.1984,-0.1228,0.0,0.0,-0.1217,-5.852417688716947,0
LTRX,Technology,-0.0463,-0.0209,0.0003,0.0,-0.0452,-45.410626489180345,0
NSYS,Technology,0.0385,0.0079,0.5609,17.75,0.0089,-32.04903522732606,0
OCC,Technology,0.0221,0.0082,0.3224,46.1,0.1025,-38.53578221956317,0
OESX,Technology,-0.0805,-0.0699,0.0857,0.0,0.0295,-59.13370810399577,0
QADB,Technology,0.0995,0.024,0.241,38.0952,0.0561,-0.9930461684841124,0
QBAK,Technology,-0.6165,-0.514,0.0,0.0,-0.1346,-41.66666867355705,0
QRHC,Technology,-0.1311,-0.0567,0.0696,0.0,1.5843,-54.60526274512018,0
QTRH,Technology,0.0395,0.0988,0.0,37.375,0.1145,-53.53807216457096,0
RBCN,Technology,-0.2333,-0.963,0.0,0.0,0.1005,-74.14965983452345,0
SCKT,Technology,0.42,0.0254,2.4001,26.3333,0.0868,-7.08661690789496,0
SMSI,Technology,-0.7918,-0.3191,0.0,0.0,-0.1335,-23.15789176486532,0
SMTX,Technology,-0.1504,-0.017,0.9002,0.0,-0.1556,-11.42857415335519,0
SOFO,Technology,-0.2489,-0.0786,0.4323,0.0,0.2909,-33.54430459971,0
SOL,Technology,-0.2488,-0.0215,5.8653,0.0,0.0275,18.05555868295984,1
SVT,Technology,-0.1497,-0.0988,0.2213,0.0,0.0441,42.11682144824997,1
TACT,Technology,-0.0953,-0.0456,0.0,0.0,-0.1169,61.57167794530746,1
TAIT,Technology,-0.0719,-0.1935,0.0957,0.0,-0.0708,-6.666654070583077,0
TCCO,Technology,-0.2829,-0.4178,0.0,0.0,-0.0178,-36.4779877671775,0
TRNS,Technology,0.1324,0.0336,0.2524,16.7321,0.0553,-2.4533857732562945,0
TSRI,Technology,-0.0097,-0.0017,0.0,0.0,0.1028,29.36288407004416,1
TZOO,Technology,0.3646,0.0852,0.0279,14.3409,-0.1019,-31.167763235289964,0
WSTG,Technology,0.1456,0.0169,0.0,13.879,0.1344,7.779579169934863,1
WTT,Technology,0.0721,0.0601,0.001,21.8333,0.1925,-34.09961311331469,0
